"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IGSF21",194.794263310762,-1.04858128371865,0.221444251976375,-4.73519305360213,2.18846683793084e-06,4.16764886974591e-06
"FBXO36",183.777469980436,-0.488257830934445,0.103154744554408,-4.73325616813407,2.20946347895126e-06,4.20702557116093e-06
"HLA-F",1232.28567805826,-0.675847001027766,0.142817895418373,-4.73222910229791,2.22067564849104e-06,4.22776302590217e-06
"IFRD1",719.160337068745,0.508053172658298,0.107403094154573,4.73034018859008,2.24143915793826e-06,4.26667586926122e-06
"RFC1",1605.49351101013,0.230533619291446,0.0487446534572378,4.72941344210573,2.25169428103929e-06,4.28557718642571e-06
"CCDC97",1034.21301837628,-0.228780380925185,0.0483806885883399,-4.72875412898366,2.25901747200231e-06,4.29889359317138e-06
"CSF2RA",188.34584596412,0.644886762147776,0.136390648803671,4.72823296761396,2.26482234812061e-06,4.30931722583285e-06
"CHIC2",221.96485693802,0.283460004792637,0.0599517864400149,4.72813274840867,2.26594026520279e-06,4.31082117515021e-06
"USP34",3532.86996057611,0.266254417442529,0.0563183390379071,4.72766814488822,2.27112971250846e-06,4.32006942279608e-06
"LCK",153.655843757448,-0.823171451616744,0.174162942661433,-4.72644432298644,2.28485402488952e-06,4.34554739627521e-06
"LMX1B",1188.18457563185,-0.768360449365002,0.162605251647323,-4.72531140034462,2.29762992084299e-06,4.36921448252764e-06
"YRDC",359.190648269521,-0.275025660140127,0.0582100345155574,-4.72471219831732,2.30441478864342e-06,4.38148373001781e-06
"SNHG8",749.44713575579,0.432316318131969,0.0915471681363895,4.72233414678533,2.33153204020994e-06,4.43227201376907e-06
"NPEPPS",2699.30039218633,-0.378467315153584,0.0801446608028988,-4.72230228891174,2.33189739141285e-06,4.43227201376907e-06
"C1orf107",867.012208341575,-0.325264138255986,0.0688786011036423,-4.72228142041616,2.33213674446286e-06,4.43227201376907e-06
"GKAP1",145.118369707299,0.490613947014743,0.103915988396299,4.72125564685691,2.34393106513006e-06,4.45404426307305e-06
"IGF2R",3714.73152304656,0.358250047145761,0.0758819768038315,4.72114805432523,2.34517147481585e-06,4.45560738103839e-06
"HLA-H",1584.44462582978,-0.580374930546085,0.122931474828887,-4.72112558117383,2.34543064219517e-06,4.45560738103839e-06
"CASP1",455.94411307394,0.525538961348264,0.11135245779295,4.7195991158584,2.36309883015618e-06,4.48852379528799e-06
"GIPC3",137.977999470142,0.484890575992528,0.102819022402553,4.71596174192458,2.40571640873252e-06,4.56881331527141e-06
"ZBTB24",438.198495635169,-0.290704365714279,0.0616543583674596,-4.7150659484879,2.41632473374256e-06,4.58829810592229e-06
"ZNF350",341.629438813868,-0.413705392755089,0.0877441269843602,-4.71490693421372,2.41821252849577e-06,4.59122046914609e-06
"FBXO32",1463.79299036599,0.709410006750577,0.150504106949661,4.71355912558488,2.4342704827242e-06,4.62104158697702e-06
"FAM113B",244.739098922227,-0.597605128518596,0.126785233967057,-4.71352309586678,2.43470114681125e-06,4.6211926741855e-06
"TESK1",980.712261786849,0.387022060355895,0.0821113428415163,4.71338120852425,2.43639784094205e-06,4.62374636394467e-06
"ST6GALNAC2",891.185652936013,-0.655919731957464,0.139187033921142,-4.71250599627752,2.44688878409697e-06,4.64298645885374e-06
"STAG3L2",75.6518431867165,0.493538765690054,0.104765413921577,4.71089405573769,2.46632429186516e-06,4.6791909273308e-06
"ZDHHC21",211.14724705394,-0.377640351649436,0.0801703097682481,-4.71047639383081,2.47138425251664e-06,4.6881151341514e-06
"ISOC1",1087.57175155885,-0.58224037751087,0.123626886578777,-4.70965817892578,2.48132579927797e-06,4.70629560459596e-06
"MAMLD1",188.638338224913,0.6810020315711,0.144599037427412,4.70958896882672,2.4821684806336e-06,4.70721563327764e-06
"KIF7",170.741531577001,0.51481998474104,0.109343878683421,4.70826525398441,2.49833860782378e-06,4.73719837147572e-06
"FLT3LG",107.39314286597,0.453413455520315,0.0963395703339549,4.70640935960775,2.52118005411644e-06,4.77982040217985e-06
"NME5",92.0004548172764,-0.766843699501639,0.162937757867243,-4.7063597139126,2.5217938136341e-06,4.7802955024288e-06
"GLI2",109.583444671362,0.554577974445681,0.117870074459346,4.70499384164687,2.53873617588266e-06,4.81171839930072e-06
"NKAP",359.084706633051,-0.208885788183915,0.0444104150478796,-4.70353154679396,2.55699565517713e-06,4.8456282477824e-06
"WDR89",364.998187524699,-0.228857393014654,0.0486574083532312,-4.70344395149964,2.5580934381959e-06,4.847010785515e-06
"TADA3",1665.62654665631,-0.224695201666679,0.0477765286954665,-4.70304578005058,2.56308920353402e-06,4.85577766063879e-06
"TNK2",1114.84187654678,-0.342428471091679,0.0728273089534471,-4.70192398994953,2.5772144535827e-06,4.8818353507712e-06
"DOK5",75.7384504845204,0.636925204316104,0.135471838106934,4.70153216503456,2.58216578096427e-06,4.89051052875291e-06
"RWDD3",244.690196559694,0.224165335863671,0.0476818285057592,4.70127390011051,2.58543435770651e-06,4.89599661206887e-06
"WNT2",180.135002816135,-0.769493036085281,0.163691751833243,-4.70086627742358,2.5906012739654e-06,4.90507545586976e-06
"RNF13",1622.16958501355,0.253532343907595,0.053937432705633,4.70048964494222,2.59538417496036e-06,4.91342469365789e-06
"TTC30A",413.692223301144,-0.422428152118213,0.0898703002805687,-4.70041994740668,2.59627020116204e-06,4.91439526285532e-06
"CNKSR1",459.810219068997,-0.671453188659057,0.142904934540144,-4.69860044245314,2.61950354632542e-06,4.9576599827867e-06
"NNMT",2266.34287507669,0.604115336539284,0.128623771273364,4.69676274112161,2.64317172597753e-06,5.00173511055811e-06
"GDF11",122.798131276238,-0.400030015315844,0.0851967768878497,-4.6953655986591,2.6613030422913e-06,5.03532153883577e-06
"B3GNT9",325.774248181567,-0.411264539434555,0.0876179982104076,-4.6938362874593,2.68128639747292e-06,5.07240196176143e-06
"LOC374443",149.542730966403,-0.343893185445061,0.0732868648825017,-4.69242593466663,2.69984291387209e-06,5.1067728517457e-06
"MFN2",2899.63386657079,0.294568500595066,0.0627851073307872,4.69169382865133,2.70952402579006e-06,5.12368585595579e-06
"CYBRD1",11517.356193673,0.669619841955253,0.142724629080677,4.69169088943114,2.70956296006292e-06,5.12368585595579e-06
"ARNT",1754.28680079276,0.241528507366633,0.0514858653625477,4.69116146083713,2.7165847818191e-06,5.13622601021041e-06
"CCDC6",2797.6891084763,-0.272972339665638,0.0581976974274025,-4.69043195405028,2.72628885961149e-06,5.15383315511505e-06
"TREX1",318.090234165644,-0.357543449106582,0.0762489616393671,-4.68915827074008,2.74331150387839e-06,5.18526842698898e-06
"NEDD4",585.744720589346,0.396627534973471,0.0845983595005077,4.68835964805075,2.75403699010879e-06,5.20479381203188e-06
"ZMAT5",269.217944526257,-0.332488285528825,0.0709197063954622,-4.68823550502036,2.75570783801941e-06,5.2072038862833e-06
"USP3",603.478695260273,-0.28755120603271,0.0613418091215115,-4.68768707918448,2.76310077963328e-06,5.22042422309643e-06
"CYTH2",1467.89991580122,-0.319646389650154,0.0681958375283609,-4.68718328324983,2.76990886651969e-06,5.23253593714102e-06
"GET4",615.472768245794,-0.322150969826916,0.0687436340226936,-4.68626621805544,2.7823430421636e-06,5.25527069364319e-06
"DHRS7B",571.235315240054,0.339024841918209,0.0723780694210294,4.68408241101421,2.81216854694286e-06,5.3108428383657e-06
"GPATCH8",1445.56565127763,0.249710501284882,0.053314302411791,4.68374319814145,2.81682881187931e-06,5.31888074175404e-06
"CUEDC1",425.165884222515,-0.424224992540689,0.0905949998325902,-4.68265349439385,2.83184986463079e-06,5.34647730466653e-06
"RSBN1L",521.456400656819,-0.245887058960075,0.0525239729017202,-4.68142536399835,2.8488711888056e-06,5.37784188416006e-06
"SH3RF3",216.735865268546,0.593053315618547,0.126726920438085,4.67977374947965,2.87191664869506e-06,5.42056765798295e-06
"AGGF1",967.775261773894,-0.215818155122178,0.0461334589877368,-4.67812645870639,2.89507988806444e-06,5.46350345040748e-06
"LCP2",399.08902536204,-0.551303608297956,0.117892174419273,-4.67633760267493,2.92043672971893e-06,5.51056603688221e-06
"IL15RA",236.835771899332,0.539979801894064,0.115473249106947,4.67623285973321,2.92192803435046e-06,5.51258975435791e-06
"GTF2H2",172.056060494433,-0.670578684384825,0.143429854185871,-4.67530757938178,2.93513372533333e-06,5.53671040793388e-06
"PDCD1LG2",111.339367317467,0.646668847334694,0.138351204028041,4.67411073056963,2.95230022380321e-06,5.56829457600253e-06
"ZNF786",203.474164808506,-0.326911851376964,0.0699629292723442,-4.67264385263796,2.97347116842956e-06,5.6074213452777e-06
"JAK2",580.463353497304,0.424423954613478,0.0908327062905204,4.67258955442763,2.97425762464146e-06,5.60810100460614e-06
"KIAA0247",2525.58112038242,-0.30157714956913,0.0645531971746096,-4.6717616286827,2.98627406344226e-06,5.62995209067467e-06
"CMKLR1",433.881367524807,0.635535743334715,0.136044302693882,4.67153515987183,2.98956911510202e-06,5.63535704741341e-06
"C20orf117",535.48942407182,-0.388299762597893,0.083157963916652,-4.66942364037533,3.02045940794868e-06,5.69277021575436e-06
"CASP7",905.842965318119,-0.362026621639608,0.0775433863257445,-4.66869760006101,3.03115152117667e-06,5.71210414792391e-06
"SH2D4A",338.048565331198,-0.593531741147452,0.127139079716321,-4.66836587516417,3.03604878051818e-06,5.72051389893513e-06
"CNIH",1235.31914696633,-0.248845419259546,0.0533051993218087,-4.66831420622296,3.03681225270133e-06,5.72113348823639e-06
"MTHFSD",279.805538403642,0.306375455401247,0.0656544315353319,4.6664855400716,3.06395196721841e-06,5.77143671214882e-06
"BDH1",505.081964064741,-0.512599464675292,0.109895216292172,-4.6644383802155,3.09461042517669e-06,5.82835270090153e-06
"XRCC6BP1",141.476138724814,0.449773261255061,0.096435402213592,4.66398491561088,3.10144125506852e-06,5.840382151712e-06
"RGPD4",183.793361821177,0.25105944320163,0.0538313614090919,4.66381374406829,3.10402348076201e-06,5.84440867934063e-06
"TXNRD3IT1",247.592898167453,0.338408025148164,0.0725675896488237,4.66334939310816,3.1110388842882e-06,5.85677986754656e-06
"ZFP28",225.23262905034,0.362126876888074,0.0776676602401703,4.66251816738492,3.12363502142403e-06,5.87965219319384e-06
"KPNA1",1900.04068544889,-0.247622677216281,0.0531155537893819,-4.66196169578077,3.13209494168119e-06,5.89473344543173e-06
"SEC24B",1358.76337081252,0.244929211591717,0.0525404441322981,4.66172708732685,3.13566822681919e-06,5.90061484912379e-06
"KIF12",488.083943808385,-1.05040967249336,0.22536866505018,-4.660850576807,3.14905284978647e-06,5.92495464004278e-06
"C4orf21",97.5425399034428,-0.461083799938701,0.0989277290118855,-4.66081456174239,3.14960398291884e-06,5.92514466587975e-06
"EIF3G",2341.98536416305,0.322836051562261,0.0692742407820987,4.66026112906439,3.15808472369509e-06,5.94024995970255e-06
"NPC1",1125.96213188829,0.25164041575709,0.0540078671320344,4.65932889262037,3.17241975642676e-06,5.96636108784761e-06
"ARMC5",291.931451768725,-0.375640413563939,0.0807132609761315,-4.65401111318031,3.25539245635912e-06,6.12153298615074e-06
"ZNF688",182.263813257788,-0.439028032196534,0.0943476559339098,-4.65330089921971,3.26663014881707e-06,6.14178726594473e-06
"C1orf96",433.961324276334,-0.402818884542153,0.0865728944070128,-4.65294463470685,3.27228131406201e-06,6.15153369565813e-06
"SYTL3",183.472197880465,0.383110599043407,0.0823873792921771,4.65011270336383,3.31753687490229e-06,6.2357186754732e-06
"COASY",1438.68431616386,-0.320392342993811,0.0689279765107045,-4.64821918780764,3.3481303108396e-06,6.29232428349253e-06
"OTUD6B",296.030295881139,-0.393414659062101,0.0846617895050493,-4.64689751258609,3.36964468838367e-06,6.33185339517406e-06
"ZXDA",78.4587198120034,0.295923105869832,0.0636991720974121,4.64563503929518,3.39031912818966e-06,6.36979313222388e-06
"SIL1",895.877262349793,-0.369607908705942,0.0795827203292032,-4.64432363177604,3.41192370471613e-06,6.4094693485341e-06
"NID1",3445.75336353118,0.521502803612938,0.112300771604185,4.64380427813112,3.42051615717203e-06,6.42469380377504e-06
"ZNF692",405.7093645036,-0.456743203395917,0.0983616714851844,-4.64350794877163,3.42542807512983e-06,6.43300181950834e-06
"LAP3",2528.67210211405,-0.327723534572721,0.0705895832055311,-4.6426614195824,3.43949732465693e-06,6.4585026083394e-06
"POLD3",554.534591993767,-0.356927064952653,0.0768890893695846,-4.6421029027539,3.44881015334046e-06,6.4750660459878e-06
"RGS5",4621.78902927603,0.672658841264835,0.144942909458934,4.64085372493102,3.46972680695398e-06,6.51340758127998e-06
"ZNF595",254.240570447791,0.299989936873098,0.0646507207914136,4.64016384041522,3.48133054936472e-06,6.53425838033479e-06
"TMEM81",47.2300305490001,-0.34901380266369,0.0752302219233112,-4.63927652665269,3.49630973425303e-06,6.56072779435706e-06
"SLC30A5",1353.14096977044,-0.225443347751805,0.0485945796424496,-4.63926942903051,3.49642980152053e-06,6.56072779435706e-06
"HAGH",625.225325312136,-0.489251727475658,0.105483242641161,-4.63819385170041,3.51467062530668e-06,6.59401502863624e-06
"ATP5E",4113.41472081972,-0.36448626037838,0.0785862610782721,-4.63804048414202,3.51727902241413e-06,6.59796833006087e-06
"UNC13D",313.532177092353,-0.695251367214671,0.149933266108829,-4.63707211386982,3.53379147900717e-06,6.62737124494257e-06
"PEX7",247.792222671876,-0.36562633494482,0.0788487012077157,-4.6370622387505,3.53396024981022e-06,6.62737124494257e-06
"NFS1",549.047235722096,-0.259478318023062,0.0559702197557742,-4.63600677566204,3.55204327485733e-06,6.66033413489274e-06
"LFNG",899.951508051528,-0.614632567273481,0.132585202035318,-4.63575540737762,3.55636297662791e-06,6.66748409932392e-06
"GUSBL1",55.5434028311106,-0.607137910449171,0.130990325805984,-4.63498282574264,3.56967115407583e-06,6.69148125905727e-06
"TMEM60",337.576477374519,-0.281990729054176,0.0608406915712643,-4.63490341367789,3.57104177706896e-06,6.69309738168286e-06
"SEMA4D",641.933430469944,-0.440581747740905,0.0950594299981516,-4.6348031725992,3.57277262164214e-06,6.69538810060869e-06
"RTF1",1960.50433365725,-0.207209779178633,0.0447198967396283,-4.63350307772547,3.59529411909035e-06,6.73663437574181e-06
"CDKN2AIP",530.953793156927,0.215912428094157,0.0466082364612985,4.63249512290475,3.61284849200513e-06,6.76856315119036e-06
"EIF2S3",5902.100043844,-0.242929756085772,0.0524472691172274,-4.63188570491227,3.62350184436911e-06,6.7875558243106e-06
"SAMD4B",1681.96454930692,-0.222364565305489,0.0480084780573632,-4.63177701738005,3.62540499387006e-06,6.79015451541145e-06
"LOC221710",377.449471058026,-0.335381632834213,0.0724262171022496,-4.63066616278922,3.64491140464461e-06,6.8257175728179e-06
"ATP9B",504.301019963541,0.237638961873929,0.051336610323258,4.62903492025586,3.67373820341878e-06,6.87872204432452e-06
"MRPS25",717.608627458296,0.266730384568002,0.0576229465618177,4.62889179542137,3.67627786358072e-06,6.88249829587725e-06
"TAB3",980.308405416318,-0.293792438030336,0.0634816060709041,-4.62799314973526,3.69226226905863e-06,6.91144030825067e-06
"TNFAIP6",218.392939369277,-0.700065116117307,0.151281583556934,-4.62756337987328,3.69993020989936e-06,6.92480895107426e-06
"ZNF470",210.435220756755,0.362542460899205,0.078349563878987,4.62724287092601,3.70565865632353e-06,6.93454434079991e-06
"RPS9",11861.9933634351,0.393115777277275,0.0849772479046275,4.62612978145022,3.72561898103587e-06,6.97090584895169e-06
"UBAC2",1317.25208559008,-0.209347726572734,0.0452557196894395,-4.62588437460174,3.73003355209443e-06,6.97817391219713e-06
"CCDC85C",657.98912678648,-0.409394462420167,0.0885116381973286,-4.62531787636175,3.74024332394963e-06,6.99628007292156e-06
"SAMD9L",1090.97762592727,-0.601323369107657,0.130020260689822,-4.62484358912478,3.74881181247182e-06,7.01131143614187e-06
"SPG7",993.754960399356,0.249800840767774,0.054018954347538,4.62431833020403,3.75832311620434e-06,7.02810160230114e-06
"FMO1",211.34472047515,0.785202034812108,0.169810887853779,4.62397932627401,3.76447402308594e-06,7.03860391560799e-06
"CRELD1",663.306189291319,0.332598216666994,0.0719363922213532,4.62350427087817,3.77310969419374e-06,7.05374845968928e-06
"HELB",49.457883637677,-0.571715438146571,0.123672399639336,-4.6228215819686,3.78555303841411e-06,7.0760060557576e-06
"MGC72080",71.8055631907323,-0.573699784051205,0.124126554380027,-4.62189405737277,3.80252203692782e-06,7.10667495890851e-06
"OPRL1",90.1354781524957,-0.443784907446021,0.096018561990541,-4.62186579600868,3.80304021959671e-06,7.10667495890851e-06
"GSTM3",2948.15267412165,-0.860541181750145,0.186218058159246,-4.62114786426485,3.81622649007852e-06,7.13030366059667e-06
"MED12",1429.97465107068,0.212683725615475,0.0460297701744247,4.62056892331928,3.8268918227191e-06,7.14921615987107e-06
"TRIM5",482.45221491476,0.337229890603108,0.0729940033071537,4.61996705652748,3.83800978727831e-06,7.16896875690994e-06
"USP12",367.548249165893,0.37312111084508,0.0808219015954623,4.61658416195974,3.90107856375873e-06,7.28574022910841e-06
"HERC3",717.49483080882,0.415537030406092,0.0900130868955103,4.61640684413433,3.90441162886934e-06,7.29093066687574e-06
"LSMD1",417.95829849013,-0.434790164892098,0.094196425269744,-4.61578200708804,3.91617853791025e-06,7.31186639638476e-06
"AK2",2326.31825293698,-0.241300186636078,0.052281963066889,-4.61536201935189,3.92410682558399e-06,7.32563014397419e-06
"ITPKB",1400.59136573776,0.381189246127567,0.0825972136292068,4.61503759483694,3.93024165501511e-06,7.33604238584286e-06
"MLL5",2319.57059352076,0.279300074972016,0.0605281336688553,4.61438438693724,3.94262163904558e-06,7.35810699486133e-06
"PPP1R2",1327.39796091239,-0.287041743361578,0.0622114995943956,-4.61396599074164,3.95057096037517e-06,7.37189758313274e-06
"LOC729234",77.3562423913301,0.418309369180604,0.090668712831359,4.61360215798637,3.95749608878128e-06,7.38311239347537e-06
"KCTD17",138.778126329906,-0.397194408676285,0.0860922396285598,-4.61359131078432,3.95770273101589e-06,7.38311239347537e-06
"C21orf2",337.476976965251,0.329137310781127,0.0713431241892975,4.6134412323718,3.96056282835525e-06,7.38740095077797e-06
"CDRT4",264.955780231893,0.363627556663563,0.0788239914480897,4.61315837961636,3.96595863933154e-06,7.39641733770489e-06
"ITGB7",140.124093692097,-0.662011637574193,0.143524913633341,-4.61252071724227,3.97814879689655e-06,7.41810066773612e-06
"TATDN2",1425.58475239784,-0.196305346082899,0.0425597895418397,-4.6124604514295,3.97930275080277e-06,7.41920143184374e-06
"ICA1L",122.3935983357,0.516091431605268,0.111896391359979,4.61222587549729,3.98379740432516e-06,7.42652956141227e-06
"ASTN2",369.911732221121,-0.734662669060229,0.159354758228953,-4.6102336524191,4.0221665534418e-06,7.49699495085731e-06
"ZNF813",153.390320872171,-0.43600751362143,0.0945762522190424,-4.61011621196005,4.0244394134614e-06,7.50016933305854e-06
"DHX29",1234.19834974224,-0.261653842498778,0.0567657562401436,-4.60936063974679,4.03909168813406e-06,7.52641051683304e-06
"MTHFD1L",303.061380237653,-0.528321553615433,0.114662321255541,-4.60763002030975,4.07284526955908e-06,7.58823245339082e-06
"TAX1BP1",3640.17957148752,-0.273469077997471,0.0593659318168757,-4.60649853591168,4.09505943237547e-06,7.62854051915628e-06
"PVRL1",1634.4276491711,0.531386638864738,0.115371544825674,4.60587261501666,4.10739782158509e-06,7.65044255349152e-06
"ARHGAP33",175.303633379139,-0.521116066579947,0.113146964417548,-4.6056566277542,4.11166370601055e-06,7.65730466358472e-06
"FITM2",82.4994924039833,0.483582358876318,0.105042519659805,4.60368201793394,4.1508608356499e-06,7.7292093902475e-06
"CLP1",294.027475022413,-0.318216486827536,0.0691265463290986,-4.60339050229078,4.15667783537377e-06,7.73894630085219e-06
"IMMT",2147.75715629483,-0.234744849672071,0.0509993620596355,-4.60289776561469,4.16652783165245e-06,7.75618807071719e-06
"SYVN1",1772.65644779466,-0.282677762099152,0.061442571896657,-4.6006824482315,4.21108989584145e-06,7.83803397892549e-06
"G2E3",434.966813215648,-0.286107818991637,0.0621909023727792,-4.6004770485026,4.21524465693821e-06,7.84465791308888e-06
"PHF14",1015.3983013082,-0.21566211139949,0.0468973400740325,-4.59860007111371,4.25339395635283e-06,7.91453557357538e-06
"NAA16",283.647084620615,0.304202381621322,0.0661560111655989,4.59825760745847,4.26039007604581e-06,7.92643315491039e-06
"CLDND1",1228.08137549417,0.262742998304221,0.0571509769879883,4.59734919946238,4.2790012130083e-06,7.95993399757325e-06
"CYBA",864.565373579477,-0.560193545484636,0.121875583604232,-4.59643785012557,4.29775087776919e-06,7.99368303010822e-06
"RPL31",12925.6908959003,0.350944189261144,0.0763686380747548,4.59539672447236,4.3192668325977e-06,8.03256701292506e-06
"MAT2B",1608.48359731624,0.19760910790182,0.0430036174455125,4.59517407232541,4.32388155029761e-06,8.04001311577446e-06
"MRM1",97.2385285007843,-0.45711253310901,0.0995263669780876,-4.5928787213709,4.3717315018122e-06,8.12783923140592e-06
"FLJ39653",84.4486793703641,0.346246522107921,0.07539413135103,4.59248638989978,4.37996083178725e-06,8.14198904516532e-06
"CSRP2",349.689291682541,0.628795924714814,0.136978487724302,4.59047208916775,4.42244595194465e-06,8.21965236376628e-06
"RPRD1B",943.146116500617,-0.252564553581833,0.0550196052529491,-4.59044648576963,4.42298850509432e-06,8.21965236376628e-06
"CAD",1308.93798223136,-0.311906028376721,0.0679688838541777,-4.58895321932743,4.45474237691267e-06,8.27749490503973e-06
"STAG3L1",76.7218997608068,0.566189272965349,0.123440379798547,4.58674279752995,4.50214757886365e-06,8.3643992350857e-06
"GNB1L",69.2635553146018,-0.53226040108536,0.116060278350313,-4.58606862443327,4.51670196689174e-06,8.3902551496184e-06
"C16orf42",694.289224674399,-0.363051317849191,0.0792042885846446,-4.58373308234695,4.56747218165848e-06,8.48336903163123e-06
"MBD6",1373.2346360062,-0.260077273252224,0.0567400406193156,-4.58366385384095,4.56898538802538e-06,8.48498231695515e-06
"MGEA5",4542.97408228214,0.224580954220499,0.0489977160537229,4.58349842213584,4.57260336266197e-06,8.4905033238425e-06
"ATP5I",1188.38114239552,-0.374755690920623,0.0817638193766577,-4.58339267634078,4.57491745015507e-06,8.49360203052062e-06
"CDC42BPB",3364.94598986367,0.262832017090837,0.057360028535819,4.58214585661701,4.60228695726008e-06,8.54321015631285e-06
"ST3GAL6",162.578371545928,0.653603470983359,0.142656316944713,4.58166511642569,4.6128817449897e-06,8.56077255663825e-06
"TRMT5",564.897888206919,0.195125635292723,0.0425884372960474,4.58165755029552,4.61304867767493e-06,8.56077255663825e-06
"RPS6",31146.9853344449,0.39674869232623,0.0866057920194143,4.58108728152144,4.62564727360631e-06,8.58294263638001e-06
"KHSRP",1953.11352124538,-0.21612473178457,0.0472011144247182,-4.57880570021859,4.67638335717566e-06,8.67586104728727e-06
"CD27",128.071976895602,-0.873145123017576,0.190707130562046,-4.57846080764925,4.68409904598439e-06,8.68895092196907e-06
"RWDD1",1026.51767839728,0.274712824510764,0.0600465826884261,4.57499514895315,4.76231021066856e-06,8.8327869949317e-06
"ZNF607",266.808419414173,-0.305222726078549,0.0667194096631097,-4.57472162328366,4.76853596638338e-06,8.84308804247737e-06
"APC",1108.16216402486,0.321354168169821,0.0702472778980858,4.57461381828972,4.77099187190612e-06,8.84639611352307e-06
"RAB3GAP2",1447.19770666126,-0.262232120816652,0.0573237076429488,-4.57458408744271,4.7716693834169e-06,8.84640621041079e-06
"HAS2",142.064393213811,0.892635043756073,0.195140261011015,4.57432535516435,4.77756930958005e-06,8.85609700352094e-06
"LSM14A",3319.42650667946,-0.214635742924125,0.0469223597335064,-4.57427427229022,4.77873498867618e-06,8.85701051196065e-06
"NDUFA8",798.391331595734,-0.338604526596493,0.0740267926624559,-4.57408074047523,4.78315373467422e-06,8.86395221871277e-06
"ZNF839",322.583231582528,0.252751105977914,0.0552628182488293,4.57361955084997,4.79369946235187e-06,8.88224465412974e-06
"ZC3H7A",1219.3443244287,0.201429259609045,0.0440471715220208,4.57303505875157,4.80709666802913e-06,8.90581469968577e-06
"CCDC120",401.015477045507,-0.384097911797569,0.0840070363436191,-4.5722111922443,4.82604151328778e-06,8.93965443841922e-06
"SNX2",1642.18992490896,0.22581541839702,0.0493980351172328,4.57134414073574,4.84605662189937e-06,8.97546690784599e-06
"TRIM66",375.402874762929,0.399508337862347,0.0874208012778789,4.56994596277442,4.8784998801576e-06,9.03428445730368e-06
"MIDN",2045.62349784683,-0.410429633461912,0.0898116104882569,-4.56989504175049,4.8796853665073e-06,9.03520867623233e-06
"INTS3",2305.46485097789,-0.259917195051901,0.0568790918165681,-4.56964390166636,4.88553616621394e-06,9.04476969843517e-06
"COL7A1",359.622944751612,0.971019517268867,0.212517750922264,4.56912193477924,4.89771790703416e-06,9.0660470834328e-06
"UBIAD1",636.17868763519,-0.207612607904598,0.0454410220926822,-4.56883666659496,4.90438782662131e-06,9.07711712061534e-06
"PLOD1",3197.54044825327,-0.396863779725782,0.0868893841825397,-4.56745991998332,4.93670033939909e-06,9.13563708245609e-06
"DGAT1",1053.91699206774,0.522585420492431,0.114418349889498,4.56732177135162,4.93995394735363e-06,9.14037304034522e-06
"OLFM2",543.874019102135,0.785345135243675,0.171950579658716,4.56727239188384,4.94111740618332e-06,9.14124081765158e-06
"GPR37",74.9544846106277,-0.692093865491583,0.151539679091871,-4.56708018414108,4.94564862571082e-06,9.14833795112866e-06
"ROCK1",1860.04755936271,0.314634792288161,0.0689056396062775,4.56616895345526,4.96718472846889e-06,9.18688388096614e-06
"MSL1",2272.50828427691,-0.314653861069234,0.0689108264460375,-4.56610197986281,4.96877112605911e-06,9.18852688006688e-06
"CNTN4",210.976088193606,0.70325581906183,0.154018069252456,4.56606047897601,4.96975439739035e-06,9.18905423975968e-06
"HRH1",227.758541099004,0.593876826220438,0.130078480926426,4.56552707250897,4.98240887983888e-06,9.21115843894933e-06
"TMEM204",316.176096899949,0.458577234758623,0.100457326916756,4.56489585014164,4.99742380350423e-06,9.23761964970175e-06
"C8orf45",53.704242039774,-0.612918570640657,0.134287134570198,-4.56423895410663,5.01309543650221e-06,9.26528717083384e-06
"ZNFX1",2296.27066038194,-0.296887882916989,0.065074663564323,-4.56226535268262,5.06046345674509e-06,9.35152049433323e-06
"DSP",15671.2214806994,-0.742801486491285,0.162816223377867,-4.56220805937364,5.06184492362812e-06,9.35276034948301e-06
"POLR1A",826.984322068841,-0.305494297850891,0.0669699378329997,-4.56166315418554,5.07500184215478e-06,9.37575428046081e-06
"CYB5B",1392.90532515428,0.239936806206154,0.0526131774405053,4.56039376214207,5.10577886243525e-06,9.43128924589324e-06
"FAM69B",191.798022196058,0.466529105608774,0.102316018453607,4.55968784418946,5.12297143203343e-06,9.46171923107282e-06
"BRD4",1645.3732404646,-0.207714840906563,0.0455585040504114,-4.55929897690938,5.13246592624266e-06,9.47792494207802e-06
"IREB2",1442.46878907757,0.270913834250214,0.059427927895517,4.55869561406414,5.14723085670377e-06,9.5038574508054e-06
"C9orf80",282.608752734469,-0.254979692494962,0.0559339660474779,-4.55858417546379,5.14996232379579e-06,9.50756719048022e-06
"RPL10",16284.6684004559,0.293045600695566,0.0642925295701775,4.55800390270376,5.16420781143058e-06,9.53252943792746e-06
"FKRP",238.251912533964,0.235445355543983,0.0516911758535427,4.55484619291837,5.24239218651689e-06,9.6754919168707e-06
"JKAMP",955.611212982164,-0.241413510064759,0.0530079993624766,-4.55428450362627,5.25641773090234e-06,9.70001774735279e-06
"ST3GAL2",444.872114372682,0.390216411408308,0.0856976136745106,4.55341047056916,5.27831406619191e-06,9.7390591608192e-06
"STK16",621.040343233474,-0.229726539192717,0.0504798307061022,-4.55085795612518,5.34276089607216e-06,9.8565888822702e-06
"FASTKD2",974.928469432452,0.198911693322723,0.0437108755472595,4.5506224899948,5.34874384014114e-06,9.86624371745765e-06
