"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SLBP",983.171292718692,-0.647731268632338,0.0594853959374758,-10.888912453624,1.30185578896926e-27,8.4582071817386e-27
"TMEM147",1225.76604937353,-0.721718661523447,0.0662831690479073,-10.8884151420372,1.3089833507128e-27,8.50005413542605e-27
"COG7",771.340648021718,-0.648110038658833,0.0595231293943225,-10.8883730619286,1.30958822355421e-27,8.50005413542605e-27
"SDF2L1",274.264648417381,-1.16671070416703,0.107167324524974,-10.8868137684556,1.33219852673621e-27,8.64254766260655e-27
"MRPS35",1401.62032788153,-0.604364182940198,0.0555441368240227,-10.8807917000307,1.42321435690252e-27,9.2284584137477e-27
"FAM49B",1303.59652937633,-0.771102644385294,0.0708733445645374,-10.8800092492196,1.43548399408456e-27,9.3034346696874e-27
"C9orf140",300.34031824689,-1.72960387876922,0.15899025067126,-10.8786788590294,1.45658717038044e-27,9.43555950970361e-27
"ZNF490",285.995665692667,-0.548927596953118,0.0504665411665597,-10.8770600137116,1.48268129974854e-27,9.59986913359075e-27
"NCBP2",1966.69628996245,-0.461309786658298,0.0424138818857816,-10.8763868372289,1.49366820778122e-27,9.6662510418015e-27
"C16orf5",643.164176618332,0.750925125861577,0.0690557140203581,10.8741924765299,1.53004597790313e-27,9.89680354159162e-27
"LCLAT1",403.023994113788,-0.699022674076877,0.0642942028576603,-10.8722504208417,1.56297318532491e-27,1.01048212369508e-26
"ZDHHC16",652.096868565982,-0.639206895900198,0.0588264403584314,-10.8659795154269,1.67416855429264e-27,1.08183999411655e-26
"PDZD4",102.394572418631,1.67124320923846,0.153884989336433,10.860339377122,1.78086130906603e-27,1.15021969633151e-26
"CETN2",1371.18535966519,-0.665853195349141,0.0613203669565815,-10.8585976959434,1.81515095121829e-27,1.17179166115186e-26
"SLC38A5",112.55877949255,-1.68928759128305,0.155600948762863,-10.8565378599171,1.85655025968174e-27,1.19792995432307e-26
"CLK1",1913.04988266273,0.770996736091229,0.0710267110154225,10.8550251738929,1.88754780511986e-27,1.2173342360996e-26
"ZNF28",556.954338210758,-0.746274595540705,0.0687690138545847,-10.8519019498918,1.95318114430519e-27,1.25904619992601e-26
"ATXN2L",2367.17620885696,-0.54095364171395,0.0498966663530691,-10.8414786247674,2.18904037965861e-27,1.41039346634588e-26
"C12orf52",413.004522352296,-0.650318595181313,0.0599861238370704,-10.8411504791951,2.19690723276058e-27,1.41476956481544e-26
"FAM54B",1042.63360203148,0.597047316085859,0.0550732298311548,10.8409715194897,2.20120936130289e-27,1.41684688620195e-26
"STS",911.795804148204,1.37491000862068,0.126872651321317,10.8369297425542,2.30062848461469e-27,1.48011596984278e-26
"LOC441869",199.831307714292,1.32558167262777,0.122457058839343,10.8248694292655,2.62452957254687e-27,1.68767380378283e-26
"ZNF281",658.274802967371,-1.00787637995876,0.0931083332399095,-10.8247709403389,2.62735265408111e-27,1.68866420828465e-26
"SATB1",664.880814374155,1.29771202986497,0.119888259339227,10.8243462455574,2.63956061332411e-27,1.69568259410372e-26
"TRIM62",268.112917838318,-0.794436799474162,0.0734094094043526,-10.8220023280429,2.70795601560212e-27,1.73877195284735e-26
"CCND2",1168.94355215486,1.05103509885516,0.0971267027750863,10.821278482901,2.72943081998053e-27,1.75170638144338e-26
"ANGPTL4",844.800903893441,2.20480036720886,0.203750655042759,10.8210713077028,2.73560825310161e-27,1.75481537210412e-26
"SIM2",123.919387164213,-2.0620587536991,0.190627000543677,-10.817243873208,2.85225921511499e-27,1.82875246218016e-26
"SYNE2",4228.19011694239,0.843616123378238,0.0779925977672087,10.8166178269411,2.87180345373129e-27,1.84038699422907e-26
"AGPAT9",194.084112166107,1.87054829856432,0.172948621395135,10.8156300031481,2.90291228234058e-27,1.85941773101942e-26
"ZNF675",226.072244302562,-0.844241578682235,0.0780926192268142,-10.8107729903411,3.06079941045883e-27,1.95959643190027e-26
"GLO1",3160.64792438974,-0.666612561600346,0.0616767079122676,-10.8081735255483,3.14876874581928e-27,2.01493646092461e-26
"PSMG3",423.178039942625,-0.82489658157187,0.0763608140870384,-10.8026163868765,3.34532690653923e-27,2.13967629109698e-26
"TRAPPC9",937.70647317382,-0.749327791140354,0.0693919044012345,-10.7984900775691,3.49910283309874e-27,2.23694466207279e-26
"C9orf98",75.2238659049998,-1.42513668633705,0.131991667733853,-10.7971716003368,3.54970106213423e-27,2.26819005246956e-26
"FBRS",1519.42468188243,-0.649105301696833,0.0601298328702974,-10.795062462538,3.6321546312455e-27,2.31975018976636e-26
"SOCS3",3140.86629830698,1.95065505146578,0.180768216472001,10.7909182794196,3.79973682141721e-27,2.42560309312875e-26
"MFSD4",137.78046342921,1.57511552457358,0.146064731774072,10.7836813544416,4.11096788833253e-27,2.62300874038396e-26
"FIBP",956.615527378178,-0.642162678679676,0.0595556680851801,-10.7825619177207,4.16131703641042e-27,2.65384768169915e-26
"SPCS1",1990.96479495894,-0.56811933880803,0.0527254056124689,-10.7750586687507,4.51494195178174e-27,2.87723778220997e-26
"MCM3",2152.71094992697,-0.707551837587038,0.0656658341416894,-10.775037686422,4.51597147918088e-27,2.87723778220997e-26
"MFNG",291.651343026866,1.19878543484138,0.11126367810801,10.7742747249256,4.55356580244947e-27,2.89978648561404e-26
"PPP2CA",3122.53261577182,-0.480775639886797,0.0446272585340494,-10.7731385632837,4.61012515200601e-27,2.93438478606649e-26
"CLIC2",432.076175773206,1.21558011980812,0.112840635599448,10.7725387521131,4.64026478816693e-27,2.95214139229779e-26
"RBM4",2179.92297565906,-0.437689380146328,0.0406443346446431,-10.7687672580467,4.83430442813412e-27,3.07410382548451e-26
"TMEM132A",1079.17276474236,-1.62730147533617,0.151163950510759,-10.7651425477952,5.02836774603616e-27,3.19596352685051e-26
"KATNAL1",534.27808148143,0.902551843484129,0.083855056519927,10.7632369584015,5.1334690170631e-27,3.26118980075297e-26
"SAC3D1",176.610544867935,-1.08824486775152,0.101144798460984,-10.7592766440807,5.35891500461535e-27,3.40276884735899e-26
"KIAA1467",1877.57076355827,-1.88169060415107,0.17489783728869,-10.7587985839134,5.38678479666374e-27,3.41881621400602e-26
"CSNK2A2",549.240145930256,0.69392065647217,0.0645005008138744,10.7583762562492,5.41152504889867e-27,3.432862853911e-26
"KALRN",439.34055343847,1.2486312347932,0.116079140311464,10.7567236580394,5.50942317369647e-27,3.49328214043192e-26
"CD9",6782.83839497976,-0.916251106145441,0.0852130125232182,-10.7524787472546,5.76900955776456e-27,3.65607187511977e-26
"RASGRP1",321.390493870823,-1.90852615794464,0.177497105208308,-10.7524354028468,5.77172176289515e-27,3.65607187511977e-26
